S.No,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,w
2523,Punjab,JALANDHAR,2014,Kharif     ,Arhar/Tur,4000,3500,1
2524,Punjab,KAPURTHALA,2014,Whole Year ,Sugarcane,4000,312000,1
2525,Punjab,PATHANKOT,2014,Kharif     ,Sesamum,4000,2000,1
2526,Punjab,PATHANKOT,2014,Whole Year ,Sugarcane,4000,253000,2
2527,Punjab,PATIALA,2014,Rabi       ,Peas & beans (Pulses),4000,4600,1
2528,Punjab,S.A.S NAGAR,2014,Rabi       ,Masoor,4000,2400,1
2529,Punjab,SANGRUR,2014,Rabi       ,Peas & beans (Pulses),4000,4100,1
2530,Karnataka,KOPPAL,2014,Kharif     ,Dry chillies,3999,4525,1
2531,Uttar Pradesh,VARANASI,2014,Kharif     ,Sugarcane,3996,252707,1
2532,Bihar,PURBI CHAMPARAN,2014,Summer     ,Maize,3994,15495,1
2533,Uttar Pradesh,KAUSHAMBI,2014,Rabi       ,Potato,3992,61473,1
2534,Andhra Pradesh,WEST GODAVARI,2014,Kharif     ,Lemon,3991,29885,1
2535,Karnataka,GADAG,2014,Kharif     ,Jowar,3985,6254,1
2536,Meghalaya,WEST GARO HILLS,2014,Kharif     ,Cotton(lint),3979,5627,1
2537,Jammu and Kashmir ,SRINAGAR,2014,Kharif     ,Rice,3977,11779,1
2538,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Tomato,3976,113236,1
2539,Telangana ,RANGAREDDI,2014,Kharif     ,Moong(Green Gram),3965,2569,1
2540,Uttar Pradesh,GHAZIPUR,2014,Rabi       ,Gram,3964,5119,1
2541,Uttar Pradesh,BANDA,2014,Kharif     ,Bajra,3957,3669,1
2542,Uttar Pradesh,BANDA,2014,Rabi       ,Rapeseed &Mustard,3948,325,2
2543,Uttar Pradesh,MIRZAPUR,2014,Kharif     ,Jowar,3947,4465,1
2544,Goa,NORTH GOA,2014,Whole Year ,Other Vegetables,3940,45015,1
2545,Karnataka,SHIMOGA,2014,Whole Year ,Sugarcane,3940,393015,1
2546,Assam,SONITPUR,2014,Whole Year ,Banana,3933,70716,1
2547,Uttar Pradesh,FIROZABAD,2014,Rabi       ,Garlic,3927,22747,1
2548,Uttar Pradesh,FAIZABAD,2014,Rabi       ,Potato,3926,98566,1
2549,Telangana ,KARIMNAGAR,2014,Kharif     ,Dry chillies,3923,9835,1
2550,West Bengal,DARJEELING,2014,Autumn     ,Rice,3910,8158,1
2551,Uttar Pradesh,KASGANJ,2014,Rabi       ,Garlic,3908,22636,1
2552,Karnataka,MANDYA,2014,Kharif     ,Maize,3904,15978,1
2553,Odisha,KALAHANDI,2014,Autumn     ,Maize,3902,4731.3,1
2554,Maharashtra,NAGPUR,2014,Kharif     ,Jowar,3900,2300,1
2555,Maharashtra,SATARA,2014,Kharif     ,Moong(Green Gram),3900,1600,1
2556,Odisha,CUTTACK,2014,Winter     ,Urad,3900,1914.9,1
2557,Meghalaya,WEST GARO HILLS,2014,Kharif     ,Jute,3891,39996,1
2558,Uttar Pradesh,BALLIA,2014,Rabi       ,Maize,3876,5783,1
2559,Andhra Pradesh,SRIKAKULAM,2014,Kharif     ,Groundnut,3874,3882,1
2560,West Bengal,24 PARAGANAS SOUTH,2014,Rabi       ,Wheat,3868,11375,1
2561,Uttar Pradesh,AMBEDKAR NAGAR,2014,Rabi       ,Peas & beans (Pulses),3866,2505,1
2562,Uttar Pradesh,FAIZABAD,2014,Rabi       ,Rapeseed &Mustard,3859,1845,1
2563,Uttar Pradesh,MIRZAPUR,2014,Rabi       ,Masoor,3848,2709,1
2564,Uttar Pradesh,LUCKNOW,2014,Rabi       ,Rapeseed &Mustard,3844,1616,1
2565,Chhattisgarh,KOREA,2014,Kharif     ,Arhar/Tur,3843,2324,1
2566,Nagaland,PHEK,2014,Rabi       ,Oilseeds total,3840,3630,1
2567,Uttar Pradesh,SAHARANPUR,2014,Kharif     ,Groundnut,3840,3886,1
2568,Andhra Pradesh,GUNTUR,2014,Rabi       ,Groundnut,3839,19771,1
2569,Uttar Pradesh,HARDOI,2014,Kharif     ,Bajra,3830,3785,1
2570,Assam,NALBARI,2014,Rabi       ,Masoor,3825,2567,1
2571,Bihar,ARARIA,2014,Kharif     ,Moong(Green Gram),3817,4443,1
2572,Assam,KAMRUP,2014,Whole Year ,Potato,3808,46038,1
2573,Assam,DHUBRI,2014,Whole Year ,Potato,3805,47139,1
2574,Karnataka,CHITRADURGA,2014,Rabi       ,Maize,3803,8407,1
2575,Uttar Pradesh,KAUSHAMBI,2014,Rabi       ,Barley,3803,3854,1
2576,West Bengal,NADIA,2014,Rabi       ,Groundnut,3802,7034,1
2577,Assam,GOALPARA,2014,Whole Year ,Banana,3800,74047,1
2578,Maharashtra,GADCHIROLI,2014,Rabi       ,Gram,3800,2300,1
2579,Maharashtra,LATUR,2014,Kharif     ,Cotton(lint),3800,2700,1
2580,Maharashtra,NAGPUR,2014,Whole Year ,Sugarcane,3800,258500,1
2581,Punjab,MANSA,2014,Kharif     ,Guar seed,3800,2800,1
2582,Karnataka,CHAMARAJANAGAR,2014,Kharif     ,Cowpea(Lobia),3798,870,1
2583,Karnataka,MANDYA,2014,Kharif     ,Cowpea(Lobia),3796,1616,1
2584,Uttar Pradesh,CHITRAKOOT,2014,Rabi       ,Rapeseed &Mustard,3794,2201,1
2585,Uttar Pradesh,FARRUKHABAD,2014,Kharif     ,Bajra,3787,5843,1
2586,Uttar Pradesh,ETAH,2014,Summer     ,Maize,3785,6730,1
2587,Uttarakhand,NAINITAL,2014,Kharif     ,Maize,3770,7655,1
2588,Jammu and Kashmir ,SAMBA,2014,Kharif     ,Urad,3768,1126,1
2589,Karnataka,DHARWAD,2014,Rabi       ,Maize,3768,8373,1
2590,Uttar Pradesh,AMBEDKAR NAGAR,2014,Rabi       ,Rapeseed &Mustard,3768,1802,1
2591,Karnataka,RAICHUR,2014,Kharif     ,Dry chillies,3763,7990,1
2592,Andhra Pradesh,KADAPA,2014,Rabi       ,Rice,3761,10189,1
2593,Chhattisgarh,BALOD,2014,Rabi       ,Linseed,3760,1313,1
2594,Karnataka,YADGIR,2014,Kharif     ,Groundnut,3751,3225,1
2595,Bihar,NALANDA,2014,Rabi       ,Khesari,3750,3803,1
2596,Chhattisgarh,KOREA,2014,Rabi       ,Rapeseed &Mustard,3750,1826,1
2597,Karnataka,GULBARGA,2014,Summer     ,Rice,3744,4542,1
2598,Andhra Pradesh,SPSR NELLORE,2014,Rabi       ,Groundnut,3742,13916,1
2599,Uttar Pradesh,UNNAO,2014,Kharif     ,Moong(Green Gram),3732,1194,1
2600,Bihar,LAKHISARAI,2014,Rabi       ,Gram,3729,4039,1
2601,Uttar Pradesh,KUSHI NAGAR,2014,Rabi       ,Masoor,3729,1577,1
2602,Karnataka,BIDAR,2014,Kharif     ,Bajra,3724,3743,1
2603,Uttarakhand,NAINITAL,2014,Kharif     ,Sugarcane,3721,238516,1
2604,Uttarakhand,UDAM SINGH NAGAR,2014,Rabi       ,Peas & beans (Pulses),3716,4181,1
2605,Bihar,NAWADA,2014,Rabi       ,Masoor,3706,1846,1
2606,Maharashtra,AURANGABAD,2014,Kharif     ,Jowar,3700,1700,1
2607,Maharashtra,AURANGABAD,2014,Kharif     ,Moong(Green Gram),3700,800,2
2608,Andhra Pradesh,SPSR NELLORE,2014,Rabi       ,Gram,3699,7069,1
2609,Uttar Pradesh,MIRZAPUR,2014,Rabi       ,Barley,3697,5754,1
2610,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Horse-gram,3692,1658,1
2611,Meghalaya,NORTH GARO HILLS,2014,Winter     ,Rice,3687,7766,1
2612,Bihar,MADHEPURA,2014,Rabi       ,Sunflower,3683,5251,1
2613,Jammu and Kashmir ,KATHUA,2014,Kharif     ,Urad,3681,1107.9,1
2614,Uttar Pradesh,KANPUR DEHAT,2014,Rabi       ,Potato,3672,79191,1
2615,Andhra Pradesh,VISAKHAPATANAM,2014,Rabi       ,Moong(Green Gram),3670,3009,1
2616,Bihar,BUXAR,2014,Rabi       ,Masoor,3670,1688,1
2617,Uttar Pradesh,SHAHJAHANPUR,2014,Kharif     ,Groundnut,3661,4093,1
2618,Arunachal Pradesh,TIRAP,2014,Kharif     ,Maize,3660,4287,1
2619,Karnataka,UDUPI,2014,Rabi       ,Urad,3649,1868,1
2620,Karnataka,RAMANAGARA,2014,Kharif     ,Groundnut,3648,4332,1
2621,Karnataka,DAVANGERE,2014,Rabi       ,Jowar,3637,4892,1
2622,Uttar Pradesh,SULTANPUR,2014,Summer     ,Urad,3633,2303,1
2623,Chhattisgarh,RAJNANDGAON,2014,Rabi       ,Linseed,3632,1521,1
2624,Nagaland,MON,2014,Rabi       ,Rapeseed &Mustard,3630,3670,1
2625,Meghalaya,WEST GARO HILLS,2014,Whole Year ,Cashewnut,3625,9781,1
2626,Bihar,ARWAL,2014,Rabi       ,Masoor,3624,3196,1
2627,Uttar Pradesh,SONBHADRA,2014,Rabi       ,Peas & beans (Pulses),3624,2935,1
2628,Karnataka,BELGAUM,2014,Kharif     ,Potato,3616,34345,1
2629,Karnataka,MYSORE,2014,Rabi       ,Other  Rabi pulses,3614,2764,1
2630,Karnataka,HASSAN,2014,Kharif     ,Sesamum,3613,1768,1
2631,Uttar Pradesh,GHAZIPUR,2014,Rabi       ,Peas & beans (Pulses),3611,4257,1
2632,Nagaland,MON,2014,Kharif     ,Oilseeds total,3610,4170,1
2633,Bihar,SARAN,2014,Rabi       ,Rapeseed &Mustard,3608,2883,1
2634,Uttar Pradesh,SANT KABEER NAGAR,2014,Kharif     ,Sugarcane,3606,226168,1
2635,Assam,DIMA HASAO,2014,Whole Year ,Sugarcane,3597,142049,1
2636,Uttar Pradesh,FATEHPUR,2014,Rabi       ,Barley,3587,5222,1
2637,Uttar Pradesh,MAINPURI,2014,Summer     ,Moong(Green Gram),3581,3649,1
2638,Uttarakhand,DEHRADUN,2014,Kharif     ,Pulses total,3581,3533,1
2639,Uttar Pradesh,JAUNPUR,2014,Rabi       ,Rapeseed &Mustard,3578,2777,1
2640,Uttar Pradesh,RAMPUR,2014,Rabi       ,Rapeseed &Mustard,3577,2431,1
2641,Karnataka,CHAMARAJANAGAR,2014,Whole Year ,Sugarcane,3573,298703,1
2642,Uttar Pradesh,AMETHI,2014,Summer     ,Urad,3573,1963,1
2643,Arunachal Pradesh,ANJAW,2014,Kharif     ,Rice,3561,2394,1
2644,West Bengal,BANKURA,2014,Rabi       ,Wheat,3554,9463,1
2645,Chhattisgarh,SURAJPUR,2014,Kharif     ,Groundnut,3544,5058,1
2646,Bihar,MADHEPURA,2014,Kharif     ,Jute,3537,53468,1
2647,Assam,CHIRANG,2014,Whole Year ,Potato,3536,32583,1
2648,Chhattisgarh,BALOD,2014,Rabi       ,Wheat,3532,4382,1
2649,Nagaland,WOKHA,2014,Rabi       ,Oilseeds total,3530,3300,1
2650,Uttar Pradesh,KASGANJ,2014,Rabi       ,Barley,3527,8815,1
2651,Uttar Pradesh,JHANSI,2014,Kharif     ,Arhar/Tur,3525,1212,1
2652,Meghalaya,EAST KHASI HILLS,2014,Winter     ,Potato,3524,25599,1
2653,Uttar Pradesh,KASGANJ,2014,Kharif     ,Sweet potato,3524,43653,1
2654,Uttar Pradesh,GORAKHPUR,2014,Kharif     ,Arhar/Tur,3518,1279,1
2655,Bihar,KATIHAR,2014,Summer     ,Moong(Green Gram),3512,4060,1
2656,Assam,DIMA HASAO,2014,Rabi       ,Pineapple,3507,67243,1
2657,Maharashtra,PUNE,2014,Kharif     ,Jowar,3500,1700,1
2658,Maharashtra,RATNAGIRI,2014,Rabi       ,Other  Rabi pulses,3500,2400,1
2659,Andhra Pradesh,PRAKASAM,2014,Kharif     ,Urad,3498,3585,1
2660,Uttar Pradesh,MORADABAD,2014,Kharif     ,Urad,3494,3532,1
2661,Uttar Pradesh,ALLAHABAD,2014,Summer     ,Moong(Green Gram),3488,1427,1
2662,Andhra Pradesh,SRIKAKULAM,2014,Rabi       ,Horse-gram,3487,1688,1
2663,Uttar Pradesh,BAREILLY,2014,Rabi       ,Masoor,3472,1594,1
2664,Kerala,IDUKKI,2014,Whole Year ,Banana,3469,31893,1
2665,Karnataka,MYSORE,2014,Whole Year ,Dry ginger,3468,110622,1
2666,Karnataka,KODAGU,2014,Kharif     ,Maize,3467,17740,1
2667,Andhra Pradesh,CHITTOOR,2014,Whole Year ,Coconut ,3465,29033000,1
2668,Telangana ,ADILABAD,2014,Kharif     ,Urad,3460,3045,1
2669,Karnataka,GULBARGA,2014,Summer     ,Groundnut,3447,2914,1
2670,Andhra Pradesh,KURNOOL,2014,Kharif     ,Mango,3446,21675,1
2671,Karnataka,BIJAPUR,2014,Summer     ,Maize,3445,10358,1
2672,Bihar,SUPAUL,2014,Kharif     ,Mesta,3434,47675,1
2673,Kerala,KOZHIKODE,2014,Whole Year ,Black pepper,3428,1056,1
2674,Karnataka,BELLARY,2014,Kharif     ,Arhar/Tur,3427,1319,1
2675,Bihar,SITAMARHI,2014,Summer     ,Moong(Green Gram),3422,1814,1
2676,Nagaland,PEREN,2014,Rabi       ,Oilseeds total,3420,3140,1
2677,Karnataka,CHIKBALLAPUR,2014,Kharif     ,Arhar/Tur,3417,1834,1
2678,Uttarakhand,PITHORAGARH,2014,Rabi       ,Barley,3416,4462,1
2679,Assam,CHIRANG,2014,Summer     ,Paddy,3413,8114,1
2680,Assam,CHIRANG,2014,Summer     ,Rice,3413,8114,2
2681,Uttar Pradesh,MAHARAJGANJ,2014,Rabi       ,Rapeseed &Mustard,3409,1510,1
2682,Karnataka,BELLARY,2014,Whole Year ,Sugarcane,3406,349456,1
2683,Assam,DIMA HASAO,2014,Kharif     ,Maize,3405,11843,1
2684,Goa,SOUTH GOA,2014,Whole Year ,Mango,3401,6205,1
2685,Maharashtra,AURANGABAD,2014,Summer     ,Maize,3400,1500,1
2686,Maharashtra,CHANDRAPUR,2014,Rabi       ,Linseed,3400,1100,1
2687,Maharashtra,JALGAON,2014,Kharif     ,Sesamum,3400,1200,1
2688,Maharashtra,LATUR,2014,Kharif     ,Sunflower,3400,700,1
2689,Maharashtra,OSMANABAD,2014,Kharif     ,Niger seed,3400,500,1
2690,Maharashtra,THANE,2014,Rabi       ,Gram,3400,2900,1
2691,Arunachal Pradesh,WEST SIANG,2014,Kharif     ,Maize,3399,4689,1
2692,Assam,JORHAT,2014,Autumn     ,Paddy,3396,4569,1
2693,Assam,JORHAT,2014,Autumn     ,Rice,3396,4569,2
2694,Karnataka,CHIKMAGALUR,2014,Kharif     ,Moong(Green Gram),3396,616,1
2695,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Sunflower,3386,1642,1
2696,Uttar Pradesh,SANT KABEER NAGAR,2014,Rabi       ,Peas & beans (Pulses),3386,2556,1
2697,Karnataka,MYSORE,2014,Whole Year ,Turmeric,3382,23234,1
2698,Karnataka,UTTAR KANNAD,2014,Whole Year ,Cashewnut,3380,3718,1
2699,Telangana ,NIZAMABAD,2014,Kharif     ,Arhar/Tur,3380,886,1
2700,Jammu and Kashmir ,GANDERBAL,2014,Kharif     ,Maize,3375,2484,1
2701,West Bengal,DARJEELING,2014,Kharif     ,Jute,3372,47047,1
2702,Uttar Pradesh,AMROHA,2014,Rabi       ,Potato,3369,71969,1
2703,Uttarakhand,NAINITAL,2014,Whole Year ,Pulses total,3363,2600,1
2704,Odisha,KORAPUT,2014,Winter     ,Sugarcane,3362,300606.5,1
2705,Telangana ,NALGONDA,2014,Kharif     ,Dry chillies,3360,9401,1
2706,Jammu and Kashmir ,POONCH,2014,Kharif     ,Rice,3349,4346,1
2707,Meghalaya,SOUTH GARO HILLS,2014,Winter     ,Rice,3349,7832,1
2708,West Bengal,JALPAIGURI,2014,Summer     ,Groundnut,3338,7627,1
2709,Uttar Pradesh,AMETHI,2014,Kharif     ,Jowar,3331,3598,1
2710,Chhattisgarh,DANTEWADA,2014,Kharif     ,Maize,3328,7098,1
2711,Chhattisgarh,JASHPUR,2014,Kharif     ,Horse-gram,3326,946,1
2712,Chhattisgarh,JASHPUR,2014,Kharif     ,Small millets,3325,952,2
2713,Telangana ,KHAMMAM,2014,Kharif     ,other oilseeds,3319,89158,1
2714,Karnataka,CHITRADURGA,2014,Kharif     ,Sesamum,3318,2225,1
2715,West Bengal,MEDINIPUR WEST,2014,Kharif     ,Jute,3313,54042,1
2716,Telangana ,RANGAREDDI,2014,Kharif     ,Urad,3306,3161,1
2717,Assam,DARRANG,2014,Autumn     ,Paddy,3304,4990,1
2718,Assam,DARRANG,2014,Autumn     ,Rice,3304,4990,2
2719,Telangana ,RANGAREDDI,2014,Kharif     ,Turmeric,3303,11336,1
2720,Maharashtra,BEED,2014,Kharif     ,Castor seed,3300,700,1
2721,Karnataka,BAGALKOT,2014,Kharif     ,Cotton(lint),3299,8996,1
2722,Odisha,MALKANGIRI,2014,Winter     ,Ragi,3298,2183.3,1
2723,Karnataka,MANDYA,2014,Kharif     ,Sesamum,3292,954,1
2724,Telangana ,WARANGAL,2014,Rabi       ,Moong(Green Gram),3290,1938,1
2725,Uttar Pradesh,RAE BARELI,2014,Kharif     ,Sesamum,3290,647,1
2726,Andhra Pradesh,KADAPA,2014,Kharif     ,Turmeric,3285,26694,1
2727,West Bengal,NADIA,2014,Summer     ,Groundnut,3281,6032,1
2728,Bihar,BANKA,2014,Summer     ,Maize,3280,13565,1
2729,Uttar Pradesh,GONDA,2014,Rabi       ,Peas & beans (Pulses),3278,2475,1
2730,Uttar Pradesh,MIRZAPUR,2014,Rabi       ,Linseed,3278,1898,1
2731,Assam,MARIGAON,2014,Autumn     ,Paddy,3272,7554,1
2732,Assam,MARIGAON,2014,Autumn     ,Rice,3272,7554,2
2733,Nagaland,TUENSANG,2014,Rabi       ,Other  Rabi pulses,3270,4150,1
2734,Uttar Pradesh,SANT KABEER NAGAR,2014,Kharif     ,Arhar/Tur,3270,2070,1
2735,Karnataka,CHAMARAJANAGAR,2014,Kharif     ,Moong(Green Gram),3266,990,1
2736,Uttar Pradesh,GORAKHPUR,2014,Rabi       ,Rapeseed &Mustard,3251,1467,1
2737,Odisha,PURI,2014,Summer     ,Groundnut,3250,4270.5,1
2738,Goa,SOUTH GOA,2014,Whole Year ,Other Vegetables,3248,36986,1
2739,Jammu and Kashmir ,KULGAM,2014,Kharif     ,Maize,3247,1022,1
2740,Kerala,KOLLAM,2014,Whole Year ,Black pepper,3244,1195,1
2741,Uttar Pradesh,KHERI,2014,Kharif     ,Sesamum,3241,707,1
2742,Karnataka,CHIKMAGALUR,2014,Kharif     ,Sunflower,3240,1468,1
2743,Uttar Pradesh,VARANASI,2014,Rabi       ,Potato,3237,55612,1
2744,Uttar Pradesh,AMETHI,2014,Kharif     ,Arhar/Tur,3234,1560,1
2745,Uttar Pradesh,SIDDHARTH NAGAR,2014,Rabi       ,Rapeseed &Mustard,3230,2520,1
2746,Andhra Pradesh,VISAKHAPATANAM,2014,Rabi       ,Sesamum,3227,597,1
2747,Bihar,SUPAUL,2014,Rabi       ,Maize,3222,10997,1
2748,Uttar Pradesh,PRATAPGARH,2014,Kharif     ,Jowar,3219,5510,1
2749,Karnataka,DAVANGERE,2014,Summer     ,Groundnut,3215,4465,1
2750,Uttar Pradesh,SITAPUR,2014,Kharif     ,Jowar,3215,3531,1
2751,Uttar Pradesh,JAUNPUR,2014,Kharif     ,Jowar,3214,4713,1
2752,Bihar,BHOJPUR,2014,Rabi       ,Khesari,3203,3229,1
2753,Karnataka,GULBARGA,2014,Rabi       ,Safflower,3203,2398,1
2754,Meghalaya,EAST GARO HILLS,2014,Kharif     ,Dry ginger,3202,21761,1
2755,Uttar Pradesh,BANDA,2014,Rabi       ,Linseed,3201,1853,1
2756,Bihar,ROHTAS,2014,Rabi       ,Gram,3187,2961,1
2757,Karnataka,DHARWAD,2014,Rabi       ,Sunflower,3187,1399,1
2758,Uttarakhand,TEHRI GARHWAL,2014,Kharif     ,Horse-gram,3177,2430,1
2759,Bihar,VAISHALI,2014,Rabi       ,Rapeseed &Mustard,3171,6250,1
2760,Uttar Pradesh,MIRZAPUR,2014,Rabi       ,Peas & beans (Pulses),3158,3935,1
2761,Karnataka,HASSAN,2014,Kharif     ,Other Kharif pulses,3157,2972,1
2762,Meghalaya,EAST GARO HILLS,2014,Winter     ,Rice,3157,5821,1
2763,Chhattisgarh,BILASPUR,2014,Kharif     ,Maize,3152,5738,1
2764,Karnataka,CHITRADURGA,2014,Rabi       ,Horse-gram,3152,1318,1
2765,Assam,CACHAR,2014,Whole Year ,Banana,3144,55919,1
2766,Assam,SONITPUR,2014,Kharif     ,Jute,3142,24944,1
2767,Meghalaya,WEST GARO HILLS,2014,Whole Year ,Maize,3139,7296,1
2768,Bihar,PATNA,2014,Rabi       ,Rapeseed &Mustard,3137,6224,1
2769,Uttar Pradesh,HATHRAS,2014,Kharif     ,Arhar/Tur,3137,3765,1
2770,Kerala,KOTTAYAM,2014,Whole Year ,Black pepper,3135,1078,1
2771,Sikkim,WEST DISTRICT,2014,Kharif     ,Rice,3130,5950,1
2772,Telangana ,KARIMNAGAR,2014,Kharif     ,Arhar/Tur,3126,2254,1
2773,Odisha,RAYAGADA,2014,Autumn     ,Ragi,3125,2278.1,1
2774,Karnataka,HAVERI,2014,Summer     ,Maize,3124,9571,1
2775,Uttar Pradesh,AMROHA,2014,Rabi       ,Rapeseed &Mustard,3122,3265,1
2776,Bihar,MUNGER,2014,Autumn     ,Maize,3111,7673,1
2777,Bihar,PASHCHIM CHAMPARAN,2014,Summer     ,Maize,3111,10365,1
2778,Assam,GOLAGHAT,2014,Whole Year ,Banana,3109,71637,1
2779,Uttar Pradesh,SIDDHARTH NAGAR,2014,Rabi       ,Peas & beans (Pulses),3108,2347,1
2780,Karnataka,BIJAPUR,2014,Kharif     ,Horse-gram,3105,587,1
2781,Maharashtra,AKOLA,2014,Summer     ,Groundnut,3100,4400,1
2782,Maharashtra,KOLHAPUR,2014,Summer     ,Groundnut,3100,6400,1
2783,Maharashtra,NANDED,2014,Rabi       ,Safflower,3100,900,1
2784,Maharashtra,PARBHANI,2014,Summer     ,Groundnut,3100,2600,1
2785,Maharashtra,WARDHA,2014,Whole Year ,Sugarcane,3100,201800,1
2786,Nagaland,MOKOKCHUNG,2014,Kharif     ,Maize,3100,6120,1
2787,Nagaland,PEREN,2014,Kharif     ,Maize,3100,6120,1
2788,Andhra Pradesh,WEST GODAVARI,2014,Kharif     ,Urad,3095,3172,1
2789,Karnataka,HAVERI,2014,Rabi       ,Sunflower,3095,2511,1
2790,Assam,SONITPUR,2014,Whole Year ,Sugarcane,3090,120077,1
2791,Nagaland,MOKOKCHUNG,2014,Rabi       ,Rapeseed &Mustard,3090,3120,1
2792,Chhattisgarh,RAIGARH,2014,Kharif     ,Horse-gram,3088,968,1
2793,Kerala,KASARAGOD,2014,Whole Year ,Black pepper,3084,2077,1
2794,Assam,GOALPARA,2014,Rabi       ,Urad,3083,1239,1
2795,Uttar Pradesh,AMBEDKAR NAGAR,2014,Kharif     ,Arhar/Tur,3080,1486,1
2796,Meghalaya,WEST KHASI HILLS,2014,Whole Year ,Maize,3079,5847,1
2797,Uttarakhand,PITHORAGARH,2014,Kharif     ,Maize,3079,6370,1
2798,Assam,KARBI ANGLONG,2014,Kharif     ,Sesamum,3075,2561,1
2799,Assam,DIMA HASAO,2014,Rabi       ,Rapeseed &Mustard,3074,941,1
2800,Uttar Pradesh,SIDDHARTH NAGAR,2014,Rabi       ,Masoor,3070,1648,1
2801,Bihar,ROHTAS,2014,Rabi       ,Masoor,3069,4020,1
2802,Uttar Pradesh,AZAMGARH,2014,Rabi       ,Gram,3068,4353,1
2803,Arunachal Pradesh,LOWER DIBANG VALLEY,2014,Whole Year ,Dry ginger,3067,24130,1
2804,Bihar,PURBI CHAMPARAN,2014,Rabi       ,Rapeseed &Mustard,3066,1950,1
2805,Telangana ,WARANGAL,2014,Kharif     ,Groundnut,3064,6771,1
2806,Assam,SONITPUR,2014,Rabi       ,Peas & beans (Pulses),3053,2276,1
2807,Assam,BAKSA,2014,Summer     ,Paddy,3050,6509,1
2808,Assam,BAKSA,2014,Summer     ,Rice,3050,6509,2
2809,Nagaland,MON,2014,Kharif     ,Soyabean,3050,3820,1
2810,Uttar Pradesh,AMROHA,2014,Kharif     ,Urad,3049,2717,1
2811,Uttarakhand,BAGESHWAR,2014,Whole Year ,Pulses total,3046,2289,1
2812,Telangana ,KARIMNAGAR,2014,Kharif     ,Moong(Green Gram),3044,1129,1
2813,Odisha,NABARANGPUR,2014,Winter     ,Urad,3043,1442.4,1
2814,Uttar Pradesh,GONDA,2014,Rabi       ,Potato,3042,68624,1
2815,Uttar Pradesh,GORAKHPUR,2014,Kharif     ,Groundnut,3042,3258,1
2816,Uttar Pradesh,HATHRAS,2014,Kharif     ,Maize,3042,6516,1
2817,Uttar Pradesh,UNNAO,2014,Kharif     ,Jowar,3041,1514,1
2818,Uttar Pradesh,UNNAO,2014,Rabi       ,Gram,3037,1541,2
2819,Andhra Pradesh,KURNOOL,2014,Rabi       ,Sesamum,3033,2172,1
2820,Nagaland,LONGLENG,2014,Kharif     ,Maize,3030,5990,1
2821,Uttarakhand,CHAMOLI,2014,Whole Year ,Pulses total,3030,3028,1
2822,Bihar,KATIHAR,2014,Kharif     ,Urad,3028,2771,1
2823,Karnataka,KOLAR,2014,Rabi       ,Potato,3024,60070,1
2824,Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Sesamum,3016,570,1
2825,Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Tobacco,3010,13721,2
2826,Karnataka,CHIKMAGALUR,2014,Summer     ,Rice,3010,8244,1
2827,Bihar,MUZAFFARPUR,2014,Whole Year ,Sugarcane,3004,151408,1
2828,Assam,NAGAON,2014,Whole Year ,Banana,3001,53640,1
2829,Maharashtra,AHMEDNAGAR,2014,Kharif     ,Other Kharif pulses,3000,800,1
2830,Maharashtra,AHMEDNAGAR,2014,Kharif     ,Ragi,3000,3300,2
2831,Maharashtra,NANDED,2014,Summer     ,Maize,3000,3500,1
2832,Maharashtra,PUNE,2014,Kharif     ,Arhar/Tur,3000,700,1
2833,Odisha,BALANGIR,2014,Summer     ,Rice,3000,7000,1
2834,Odisha,NUAPADA,2014,Summer     ,Rice,3000,8000,1
2835,Punjab,AMRITSAR,2014,Kharif     ,Moong(Green Gram),3000,3000,1
2836,Punjab,BARNALA,2014,Kharif     ,Moong(Green Gram),3000,3000,1
2837,Punjab,BATHINDA,2014,Kharif     ,Moong(Green Gram),3000,3000,1
2838,Punjab,FATEHGARH SAHIB,2014,Whole Year ,Sugarcane,3000,264000,1
2839,Punjab,FIROZEPUR,2014,Kharif     ,Moong(Green Gram),3000,2000,1
2840,Punjab,GURDASPUR,2014,Kharif     ,Urad,3000,1600,1
2841,Punjab,HOSHIARPUR,2014,Kharif     ,Sesamum,3000,1000,1
2842,Punjab,KAPURTHALA,2014,Kharif     ,Maize,3000,11000,1
2843,Punjab,LUDHIANA,2014,Kharif     ,Maize,3000,21000,1
2844,Punjab,LUDHIANA,2014,Rabi       ,Peas & beans (Pulses),3000,4500,2
2845,Punjab,LUDHIANA,2014,Whole Year ,Sugarcane,3000,258000,3
2846,Punjab,PATIALA,2014,Whole Year ,Sugarcane,3000,272000,1
2847,Punjab,RUPNAGAR,2014,Whole Year ,Sugarcane,3000,238000,1
2848,Punjab,S.A.S NAGAR,2014,Kharif     ,Arhar/Tur,3000,2800,1
2849,Punjab,SANGRUR,2014,Kharif     ,Arhar/Tur,3000,3700,1
2850,Punjab,SANGRUR,2014,Kharif     ,Moong(Green Gram),3000,3000,2
2851,Punjab,SANGRUR,2014,Whole Year ,Sugarcane,3000,265000,3
