S.No,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,w
7573,Karnataka,CHIKBALLAPUR,2014,Summer     ,Groundnut,105,89,1
7574,Karnataka,CHITRADURGA,2014,Rabi       ,Dry chillies,105,197,1
7575,West Bengal,HOWRAH,2014,Kharif     ,Moong(Green Gram),105,110,1
7576,Arunachal Pradesh,TAWANG,2014,Whole Year ,Dry ginger,104,340,1
7577,Bihar,JEHANABAD,2014,Rabi       ,Barley,104,115,1
7578,Chhattisgarh,BEMETARA,2014,Kharif     ,Sunflower,104,51,1
7579,Chhattisgarh,BEMETARA,2014,Whole Year ,Onion,104,909,2
7580,Chhattisgarh,KABIRDHAM,2014,Rabi       ,Potato,104,581,1
7581,Jammu and Kashmir ,ANANTNAG,2014,Kharif     ,Onion,104,94.1,1
7582,Karnataka,CHITRADURGA,2014,Whole Year ,Coriander,104,35,1
7583,Karnataka,UTTAR KANNAD,2014,Summer     ,Cowpea(Lobia),104,38,1
7584,Odisha,MALKANGIRI,2014,Winter     ,Moong(Green Gram),104,25.2,1
7585,Uttar Pradesh,GHAZIABAD,2014,Kharif     ,Maize,104,245,1
7586,Uttar Pradesh,KAUSHAMBI,2014,Rabi       ,Garlic,104,602,1
7587,Arunachal Pradesh,EAST SIANG,2014,Rabi       ,Wheat,103,357,1
7588,Assam,LAKHIMPUR,2014,Kharif     ,Maize,103,462,1
7589,Assam,NAGAON,2014,Rabi       ,Gram,103,62,1
7590,Bihar,GAYA,2014,Kharif     ,Groundnut,103,105,1
7591,Bihar,KHAGARIA,2014,Kharif     ,Sannhamp,103,83,1
7592,Bihar,PATNA,2014,Kharif     ,Small millets,103,79,1
7593,Chhattisgarh,BILASPUR,2014,Kharif     ,Sannhamp,103,39,1
7594,Chhattisgarh,MAHASAMUND,2014,Kharif     ,Other Kharif pulses,103,36,1
7595,Chhattisgarh,MUNGELI,2014,Rabi       ,Potato,103,670,1
7596,Meghalaya,EAST JAINTIA HILLS,2014,Kharif     ,Banana,103,339,1
7597,Tripura,GOMATI,2014,Kharif     ,Cotton(lint),103,154,1
7598,Tripura,SOUTH TRIPURA,2014,Rabi       ,Moong(Green Gram),103,62,1
7599,Uttar Pradesh,AMBEDKAR NAGAR,2014,Rabi       ,Onion,103,1576,1
7600,Uttar Pradesh,AZAMGARH,2014,Kharif     ,Small millets,103,78,1
7601,Uttar Pradesh,JALAUN,2014,Kharif     ,Dry chillies,103,85,1
7602,Uttar Pradesh,LUCKNOW,2014,Rabi       ,Garlic,103,597,1
7603,Uttar Pradesh,SHAMLI,2014,Rabi       ,Barley,103,177,1
7604,Uttarakhand,PITHORAGARH,2014,Kharif     ,other oilseeds,103,69,1
7605,West Bengal,DARJEELING,2014,Rabi       ,Linseed,103,34,1
7606,Andhra Pradesh,SPSR NELLORE,2014,Rabi       ,Arhar/Tur,102,85,1
7607,Andhra Pradesh,SPSR NELLORE,2014,Rabi       ,Cowpea(Lobia),102,115,2
7608,Assam,CACHAR,2014,Kharif     ,Maize,102,236,1
7609,Bihar,MADHUBANI,2014,Kharif     ,Moong(Green Gram),102,67,1
7610,Karnataka,BIDAR,2014,Summer     ,Groundnut,102,87,1
7611,Meghalaya,NORTH GARO HILLS,2014,Rabi       ,Small millets,102,107,1
7612,Meghalaya,WEST JAINTIA HILLS,2014,Rabi       ,Peas & beans (Pulses),102,111,1
7613,Telangana ,MEDAK,2014,Kharif     ,Sunflower,102,104,1
7614,Tripura,DHALAI,2014,Kharif     ,Jute,102,895,1
7615,Uttar Pradesh,BAREILLY,2014,Kharif     ,Guar seed,102,83,1
7616,Uttar Pradesh,KUSHI NAGAR,2014,Summer     ,Urad,102,55,1
7617,Uttar Pradesh,MAU,2014,Kharif     ,Small millets,102,74,1
7618,West Bengal,MALDAH,2014,Kharif     ,Mesta,102,739,1
7619,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Sesamum,101,28,1
7620,Andhra Pradesh,PRAKASAM,2014,Rabi       ,Cabbage,101,1245,1
7621,Assam,KAMRUP METRO,2014,Rabi       ,Ginger,101,1007,1
7622,Bihar,DARBHANGA,2014,Rabi       ,Safflower,101,81,1
7623,Bihar,MADHUBANI,2014,Rabi       ,Barley,101,112,1
7624,Chhattisgarh,SUKMA,2014,Whole Year ,Banana,101,3362,1
7625,Karnataka,BELGAUM,2014,Rabi       ,Ragi,101,164,1
7626,Karnataka,MYSORE,2014,Whole Year ,Garlic,101,111,1
7627,Meghalaya,SOUTH GARO HILLS,2014,Whole Year ,Turmeric,101,617,1
7628,Uttar Pradesh,ALLAHABAD,2014,Summer     ,Onion,101,1527,1
7629,Uttar Pradesh,GHAZIPUR,2014,Summer     ,Maize,101,180,1
7630,Uttar Pradesh,MEERUT,2014,Summer     ,Urad,101,54,1
7631,West Bengal,HOOGHLY,2014,Rabi       ,Arhar/Tur,101,120,1
7632,Arunachal Pradesh,KURUNG KUMEY,2014,Whole Year ,Oilseeds total,100,117,1
7633,Karnataka,DAVANGERE,2014,Rabi       ,Moong(Green Gram),100,33,1
7634,Maharashtra,AHMEDNAGAR,2014,Kharif     ,Castor seed,100,,1
7635,Maharashtra,AHMEDNAGAR,2014,Rabi       ,Sunflower,100,,2
7636,Maharashtra,AKOLA,2014,Kharif     ,Maize,100,200,1
7637,Maharashtra,AKOLA,2014,Rabi       ,Sunflower,100,,2
7638,Maharashtra,AMRAVATI,2014,Kharif     ,Sunflower,100,,1
7639,Maharashtra,AMRAVATI,2014,Rabi       ,Other  Rabi pulses,100,100,2
7640,Maharashtra,AMRAVATI,2014,Rabi       ,Safflower,100,100,3
7641,Maharashtra,AMRAVATI,2014,Rabi       ,Sunflower,100,,4
7642,Maharashtra,AURANGABAD,2014,Kharif     ,Niger seed,100,,1
7643,Maharashtra,AURANGABAD,2014,Kharif     ,Other Kharif pulses,100,,2
7644,Maharashtra,AURANGABAD,2014,Kharif     ,Sunflower,100,,3
7645,Maharashtra,AURANGABAD,2014,Rabi       ,Other  Rabi pulses,100,,4
7646,Maharashtra,BHANDARA,2014,Kharif     ,Moong(Green Gram),100,,1
7647,Maharashtra,BULDHANA,2014,Kharif     ,Sunflower,100,,1
7648,Maharashtra,CHANDRAPUR,2014,Summer     ,Maize,100,100,1
7649,Maharashtra,CHANDRAPUR,2014,Whole Year ,Sugarcane,100,9000,2
7650,Maharashtra,DHULE,2014,Kharif     ,Rice,100,0,1
7651,Maharashtra,GADCHIROLI,2014,Rabi       ,Sesamum,100,,1
7652,Maharashtra,GADCHIROLI,2014,Whole Year ,Sugarcane,100,9900,2
7653,Maharashtra,GONDIA,2014,Kharif     ,Other Kharif pulses,100,,1
7654,Maharashtra,HINGOLI,2014,Kharif     ,Other Kharif pulses,100,,1
7655,Maharashtra,JALNA,2014,Kharif     ,Castor seed,100,,1
7656,Maharashtra,JALNA,2014,Kharif     ,Sunflower,100,,2
7657,Maharashtra,JALNA,2014,Rabi       ,Other  Rabi pulses,100,,3
7658,Maharashtra,KOLHAPUR,2014,Rabi       ,Sunflower,100,,1
7659,Maharashtra,KOLHAPUR,2014,Summer     ,Maize,100,300,2
7660,Maharashtra,NAGPUR,2014,Kharif     ,Castor seed,100,,1
7661,Maharashtra,NAGPUR,2014,Rabi       ,Linseed,100,100,2
7662,Maharashtra,NANDED,2014,Kharif     ,Groundnut,100,,1
7663,Maharashtra,NANDED,2014,Rabi       ,Other  Rabi pulses,100,,2
7664,Maharashtra,NANDED,2014,Rabi       ,Sesamum,100,,3
7665,Maharashtra,NANDURBAR,2014,Summer     ,Sunflower,100,100,1
7666,Maharashtra,NASHIK,2014,Kharif     ,Sunflower,100,,1
7667,Maharashtra,NASHIK,2014,Rabi       ,Safflower,100,100,2
7668,Maharashtra,NASHIK,2014,Summer     ,Groundnut,100,200,3
7669,Maharashtra,PALGHAR,2014,Kharif     ,Moong(Green Gram),100,,1
7670,Maharashtra,PALGHAR,2014,Kharif     ,Other Kharif pulses,100,100,2
7671,Maharashtra,PUNE,2014,Kharif     ,Castor seed,100,,1
7672,Maharashtra,PUNE,2014,Rabi       ,Sesamum,100,,2
7673,Maharashtra,RAIGAD,2014,Kharif     ,Moong(Green Gram),100,,1
7674,Maharashtra,RAIGAD,2014,Kharif     ,Niger seed,100,,2
7675,Maharashtra,RAIGAD,2014,Kharif     ,Other Kharif pulses,100,,3
7676,Maharashtra,RATNAGIRI,2014,Kharif     ,Moong(Green Gram),100,,1
7677,Maharashtra,RATNAGIRI,2014,Kharif     ,Niger seed,100,,2
7678,Maharashtra,SANGLI,2014,Kharif     ,Niger seed,100,,1
7679,Maharashtra,SANGLI,2014,Rabi       ,Other  Rabi pulses,100,,2
7680,Maharashtra,SATARA,2014,Kharif     ,Castor seed,100,,1
7681,Maharashtra,SATARA,2014,Kharif     ,Cotton(lint),100,100,2
7682,Maharashtra,SATARA,2014,Rabi       ,Safflower,100,200,3
7683,Maharashtra,SINDHUDURG,2014,Kharif     ,Arhar/Tur,100,,1
7684,Maharashtra,SINDHUDURG,2014,Kharif     ,Moong(Green Gram),100,,2
7685,Maharashtra,SINDHUDURG,2014,Kharif     ,Niger seed,100,,3
7686,Maharashtra,SINDHUDURG,2014,Rabi       ,Maize,100,200,4
7687,Maharashtra,SOLAPUR,2014,Kharif     ,Niger seed,100,,1
7688,Maharashtra,THANE,2014,Kharif     ,Moong(Green Gram),100,,1
7689,Maharashtra,THANE,2014,Kharif     ,Niger seed,100,,2
7690,Maharashtra,THANE,2014,Kharif     ,Other Kharif pulses,100,100,3
7691,Maharashtra,WARDHA,2014,Kharif     ,Moong(Green Gram),100,,1
7692,Maharashtra,WARDHA,2014,Rabi       ,Safflower,100,,2
7693,Maharashtra,WASHIM,2014,Kharif     ,Castor seed,100,,1
7694,Meghalaya,NORTH GARO HILLS,2014,Kharif     ,Soyabean,100,110,1
7695,Meghalaya,SOUTH GARO HILLS,2014,Rabi       ,Peas & beans (Pulses),100,331,1
7696,Nagaland,KIPHIRE,2014,Kharif     ,Arhar/Tur,100,70,1
7697,Nagaland,MON,2014,Kharif     ,Bajra,100,110,1
7698,Nagaland,TUENSANG,2014,Kharif     ,Bajra,100,110,1
7699,Punjab,BARNALA,2014,Kharif     ,Guar seed,100,100,1
7700,Punjab,NAWANSHAHR,2014,Kharif     ,Guar seed,100,100,1
7701,Punjab,SANGRUR,2014,Kharif     ,Guar seed,100,100,1
7702,Sikkim,SOUTH DISTRICT,2014,Rabi       ,Barley,100,90,1
7703,Uttar Pradesh,BAHRAICH,2014,Summer     ,Banana,100,4511,1
7704,Uttar Pradesh,BULANDSHAHR,2014,Kharif     ,Jowar,100,73,1
7705,Uttar Pradesh,MEERUT,2014,Summer     ,Moong(Green Gram),100,77,1
7706,Uttar Pradesh,MORADABAD,2014,Kharif     ,Dry chillies,100,82,1
7707,Uttar Pradesh,SANT KABEER NAGAR,2014,Summer     ,Onion,100,1512,1
7708,West Bengal,BARDHAMAN,2014,Kharif     ,Mesta,100,1299,1
7709,Assam,CHIRANG,2014,Kharif     ,Tobacco,99,51,1
7710,Assam,GOLAGHAT,2014,Rabi       ,Sweet potato,99,343,1
7711,Assam,TINSUKIA,2014,Rabi       ,Sweet potato,99,336,1
7712,Bihar,SITAMARHI,2014,Rabi       ,Khesari,99,98,1
7713,Chhattisgarh,RAIPUR,2014,Whole Year ,Banana,99,4336,1
7714,Chhattisgarh,RAJNANDGAON,2014,Whole Year ,Jowar,99,76,1
7715,Jammu and Kashmir ,ANANTNAG,2014,Kharif     ,Potato,99,508.3,1
7716,Karnataka,BANGALORE RURAL,2014,Summer     ,Maize,99,323,1
7717,Karnataka,CHAMARAJANAGAR,2014,Whole Year ,Garlic,99,109,1
7718,Karnataka,GADAG,2014,Kharif     ,Small millets,99,23,1
7719,Meghalaya,EAST GARO HILLS,2014,Rabi       ,Tobacco,99,94,1
7720,Odisha,KHORDHA,2014,Summer     ,Sesamum,99,25.5,1
7721,Tripura,UNAKOTI,2014,Kharif     ,Urad,99,49,1
7722,West Bengal,BANKURA,2014,Winter     ,Sesamum,99,50,1
7723,West Bengal,NADIA,2014,Rabi       ,Moong(Green Gram),99,77,1
7724,Assam,DIBRUGARH,2014,Kharif     ,Maize,98,249,1
7725,Assam,JORHAT,2014,Kharif     ,Small millets,98,63,1
7726,Odisha,BOUDH,2014,Winter     ,Sesamum,98,15.1,1
7727,Odisha,MAYURBHANJ,2014,Winter     ,Moong(Green Gram),98,53,1
7728,Odisha,RAYAGADA,2014,Summer     ,Maize,98,162.4,1
7729,Telangana ,ADILABAD,2014,Rabi       ,Dry chillies,98,402,1
7730,Uttar Pradesh,BALLIA,2014,Rabi       ,Garlic,98,567,1
7731,Uttar Pradesh,JAUNPUR,2014,Kharif     ,Sweet potato,98,1214,1
7732,Uttar Pradesh,KANPUR NAGAR,2014,Kharif     ,Groundnut,98,85,1
7733,West Bengal,DINAJPUR UTTAR,2014,Rabi       ,Groundnut,98,244,1
7734,Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Gram,97,187,1
7735,Bihar,PURBI CHAMPARAN,2014,Kharif     ,Sesamum,97,87,1
7736,Chhattisgarh,JASHPUR,2014,Kharif     ,Sannhamp,97,34,1
7737,Karnataka,BIDAR,2014,Whole Year ,Cashewnut,97,72,1
7738,Uttar Pradesh,AGRA,2014,Rabi       ,Onion,97,1484,1
7739,Uttar Pradesh,AZAMGARH,2014,Summer     ,Urad,97,52,1
7740,Uttar Pradesh,BAREILLY,2014,Kharif     ,Dry chillies,97,80,1
7741,Uttar Pradesh,GORAKHPUR,2014,Summer     ,Moong(Green Gram),97,65,1
7742,Andhra Pradesh,PRAKASAM,2014,Kharif     ,Sunflower,96,116,1
7743,Assam,CACHAR,2014,Kharif     ,Cotton(lint),96,35,1
7744,Assam,KAMRUP METRO,2014,Kharif     ,Sesamum,96,55,1
7745,Assam,KAMRUP METRO,2014,Whole Year ,Onion,96,236,2
7746,Chhattisgarh,BEMETARA,2014,Rabi       ,Linseed,96,34,1
7747,Chhattisgarh,DURG,2014,Kharif     ,Sesamum,96,45,1
7748,Chhattisgarh,JANJGIR-CHAMPA,2014,Rabi       ,Moong(Green Gram),96,23,1
7749,Chhattisgarh,SURGUJA,2014,Kharif     ,Sannhamp,96,27,1
7750,Karnataka,BELLARY,2014,Whole Year ,Tobacco,96,69,1
7751,Kerala,KASARAGOD,2014,Whole Year ,Cowpea(Lobia),96,,1
7752,Telangana ,ADILABAD,2014,Kharif     ,Other Kharif pulses,96,33,1
7753,Uttar Pradesh,AGRA,2014,Kharif     ,Moong(Green Gram),96,31,1
7754,Uttarakhand,HARIDWAR,2014,Summer     ,Pulses total,96,54,1
7755,West Bengal,BIRBHUM,2014,Kharif     ,Other Kharif pulses,96,43,1
7756,Arunachal Pradesh,CHANGLANG,2014,Whole Year ,Turmeric,95,94,1
7757,Assam,DIBRUGARH,2014,Rabi       ,Black pepper,95,177,1
7758,Assam,KARIMGANJ,2014,Kharif     ,Orange,95,934,1
7759,Assam,NAGAON,2014,Kharif     ,Tapioca,95,898,1
7760,Chhattisgarh,BALRAMPUR,2014,Whole Year ,Coriander,95,19,1
7761,Chhattisgarh,DURG,2014,Whole Year ,Banana,95,3170,1
7762,Karnataka,TUMKUR,2014,Rabi       ,Cowpea(Lobia),95,35,1
7763,Karnataka,UDUPI,2014,Summer     ,Rice,95,283,1
7764,Uttar Pradesh,BARABANKI,2014,Kharif     ,Sweet potato,95,1177,1
7765,Uttar Pradesh,PILIBHIT,2014,Rabi       ,Turmeric,95,270,1
7766,Uttarakhand,BAGESHWAR,2014,Rabi       ,Potato,95,757,1
7767,West Bengal,BIRBHUM,2014,Rabi       ,Other  Rabi pulses,95,28,1
7768,Assam,CACHAR,2014,Whole Year ,Onion,94,325,1
7769,Bihar,MADHUBANI,2014,Whole Year ,Sugarcane,94,3361,1
7770,Uttar Pradesh,ALIGARH,2014,Kharif     ,Sesamum,94,19,1
7771,Uttar Pradesh,AMETHI,2014,Kharif     ,Small millets,94,71,1
7772,Uttar Pradesh,KAUSHAMBI,2014,Summer     ,Maize,94,167,1
7773,West Bengal,DARJEELING,2014,Kharif     ,Other Kharif pulses,94,61,1
7774,West Bengal,DARJEELING,2014,Summer     ,Sesamum,94,64,2
7775,Assam,GOLAGHAT,2014,Kharif     ,Orange,93,1068,1
7776,Jammu and Kashmir ,POONCH,2014,Kharif     ,Dry chillies,93,99.4,1
7777,Meghalaya,EAST KHASI HILLS,2014,Rabi       ,Rapeseed &Mustard,93,81,1
7778,Tripura,NORTH TRIPURA,2014,Rabi       ,Urad,93,71,1
7779,Uttar Pradesh,ALLAHABAD,2014,Kharif     ,Sweet potato,93,1152,1
7780,Uttar Pradesh,HATHRAS,2014,Kharif     ,Sweet potato,93,1152,1
7781,Uttar Pradesh,KANNAUJ,2014,Kharif     ,Moong(Green Gram),93,30,1
7782,Assam,BAKSA,2014,Rabi       ,Black pepper,92,165,1
7783,Assam,DHEMAJI,2014,Rabi       ,Wheat,92,40,1
7784,Assam,KAMRUP,2014,Rabi       ,Gram,92,59,1
7785,Bihar,BEGUSARAI,2014,Kharif     ,Jowar,92,98,1
7786,Bihar,MUNGER,2014,Kharif     ,Moong(Green Gram),92,83,1
7787,Bihar,MUNGER,2014,Rabi       ,Khesari,92,62,2
7788,Bihar,SARAN,2014,Kharif     ,Urad,92,84,1
7789,Bihar,SIWAN,2014,Whole Year ,Tobacco,92,161,1
7790,Chhattisgarh,DHAMTARI,2014,Whole Year ,Onion,92,829,1
7791,Chhattisgarh,KONDAGAON,2014,Rabi       ,Peas & beans (Pulses),92,26,1
7792,Chhattisgarh,RAIGARH,2014,Whole Year ,Banana,92,3010,1
7793,Karnataka,CHIKMAGALUR,2014,Summer     ,Groundnut,92,121,1
7794,Meghalaya,EAST GARO HILLS,2014,Kharif     ,Soyabean,92,97,1
7795,Odisha,KANDHAMAL,2014,Winter     ,Moong(Green Gram),92,16.3,1
7796,Odisha,KHORDHA,2014,Winter     ,Sugarcane,92,5927.7,1
7797,Tripura,SOUTH TRIPURA,2014,Rabi       ,Groundnut,92,98,1
7798,Uttar Pradesh,KUSHI NAGAR,2014,Kharif     ,Bajra,92,176,1
7799,Andhra Pradesh,KRISHNA,2014,Rabi       ,Cabbage,91,235,1
7800,Andhra Pradesh,VISAKHAPATANAM,2014,Kharif     ,Papaya,91,7164,1
7801,Arunachal Pradesh,PAPUM PARE,2014,Whole Year ,Dry chillies,91,564,1
7802,Assam,DIBRUGARH,2014,Rabi       ,Moong(Green Gram),91,58,1
7803,Assam,SIVASAGAR,2014,Rabi       ,Sweet potato,91,442,1
7804,Bihar,KISHANGANJ,2014,Kharif     ,Ragi,91,134,1
7805,Bihar,MUNGER,2014,Whole Year ,Sugarcane,91,5472,1
7806,Chhattisgarh,BALODA BAZAR,2014,Rabi       ,Safflower,91,27,1
7807,Karnataka,CHITRADURGA,2014,Rabi       ,Cotton(lint),91,141,1
7808,Odisha,MAYURBHANJ,2014,Summer     ,Wheat,91,137.5,1
7809,Telangana ,ADILABAD,2014,Kharif     ,Castor seed,91,53,1
7810,Uttar Pradesh,BASTI,2014,Summer     ,Urad,91,49,1
7811,Uttar Pradesh,LALITPUR,2014,Summer     ,Moong(Green Gram),91,61,1
7812,Uttar Pradesh,MEERUT,2014,Rabi       ,Barley,91,273,1
7813,Uttar Pradesh,MIRZAPUR,2014,Summer     ,Onion,91,1376,1
7814,Andhra Pradesh,WEST GODAVARI,2014,Kharif     ,Arhar/Tur,90,75,1
7815,Assam,CACHAR,2014,Kharif     ,Orange,90,598,1
7816,Assam,NALBARI,2014,Kharif     ,Arhar/Tur,90,69,1
7817,Assam,SIVASAGAR,2014,Whole Year ,Onion,90,251,1
7818,Bihar,MUZAFFARPUR,2014,Kharif     ,Urad,90,82,1
7819,Bihar,PASHCHIM CHAMPARAN,2014,Rabi       ,Other  Rabi pulses,90,90,1
7820,Chhattisgarh,RAIPUR,2014,Whole Year ,Onion,90,777,1
7821,Chhattisgarh,SUKMA,2014,Whole Year ,Dry chillies,90,32,1
7822,Nagaland,DIMAPUR,2014,Kharif     ,Barley,90,100,1
7823,Nagaland,LONGLENG,2014,Kharif     ,Arhar/Tur,90,80,1
7824,Nagaland,PEREN,2014,Kharif     ,Blackgram,90,70,1
7825,Nagaland,TUENSANG,2014,Kharif     ,Groundnut,90,90,1
7826,Odisha,JHARSUGUDA,2014,Winter     ,Rapeseed &Mustard,90,39.7,1
7827,Odisha,SUNDARGARH,2014,Summer     ,Sesamum,90,29.3,1
7828,Odisha,SUNDARGARH,2014,Winter     ,Groundnut,90,69,2
7829,Uttar Pradesh,SHAHJAHANPUR,2014,Summer     ,Onion,90,1361,1
7830,Uttar Pradesh,SHRAVASTI,2014,Summer     ,Onion,90,1706,1
7831,Uttar Pradesh,SIDDHARTH NAGAR,2014,Kharif     ,Sweet potato,90,1115,1
7832,Uttar Pradesh,VARANASI,2014,Summer     ,Urad,90,51,1
7833,Kerala,IDUKKI,2014,Whole Year ,Pump Kin,59,,1
7834,West Bengal,DINAJPUR UTTAR,2014,Autumn     ,Sesamum,90,26,1
7835,West Bengal,MALDAH,2014,Autumn     ,Groundnut,90,57,1
7836,West Bengal,MEDINIPUR WEST,2014,Kharif     ,Moong(Green Gram),90,56,1
7837,Andhra Pradesh,KADAPA,2014,Kharif     ,Pome Granet,89,922,1
7838,Assam,KOKRAJHAR,2014,Kharif     ,Castor seed,89,58,1
7839,Bihar,MUNGER,2014,Kharif     ,Horse-gram,89,85,1
7840,Chhattisgarh,BEMETARA,2014,Rabi       ,Other  Rabi pulses,89,9,1
7841,Chhattisgarh,RAIPUR,2014,Whole Year ,Sugarcane,89,784,1
7842,Karnataka,HAVERI,2014,Kharif     ,Sunflower,89,14,1
7843,Karnataka,UDUPI,2014,Rabi       ,Cowpea(Lobia),89,33,1
7844,Kerala,IDUKKI,2014,Autumn     ,Rice,89,206,1
7845,Kerala,PALAKKAD,2014,Whole Year ,Horse-gram,89,,1
7846,Telangana ,RANGAREDDI,2014,Kharif     ,Cowpea(Lobia),89,67,1
7847,Tripura,SOUTH TRIPURA,2014,Kharif     ,Mesta,89,641,1
7848,Uttar Pradesh,HARDOI,2014,Kharif     ,Moong(Green Gram),89,29,1
7849,Andhra Pradesh,VISAKHAPATANAM,2014,Rabi       ,Cabbage,88,74,1
7850,Chhattisgarh,BALODA BAZAR,2014,Kharif     ,Horse-gram,88,30,1
7851,Chhattisgarh,SURGUJA,2014,Whole Year ,Coriander,88,20,1
7852,Karnataka,BENGALURU URBAN,2014,Kharif     ,Niger seed,88,23,1
7853,Karnataka,CHAMARAJANAGAR,2014,Whole Year ,Tobacco,88,63,1
7854,Odisha,KHORDHA,2014,Summer     ,Urad,88,18.7,1
7855,Tripura,UNAKOTI,2014,Rabi       ,Urad,88,60,1
7856,Uttar Pradesh,KUSHI NAGAR,2014,Kharif     ,Sannhamp,88,34,1
7857,West Bengal,BANKURA,2014,Rabi       ,Groundnut,88,149,1
7858,West Bengal,HOWRAH,2014,Summer     ,Maize,88,112,1
7859,Andhra Pradesh,VISAKHAPATANAM,2014,Rabi       ,Gram,87,168,1
7860,Andhra Pradesh,VIZIANAGARAM,2014,Kharif     ,Dry chillies,87,501,1
7861,Assam,SIVASAGAR,2014,Rabi       ,Moong(Green Gram),87,44,1
7862,Bihar,SIWAN,2014,Kharif     ,Bajra,87,99,1
7863,Meghalaya,SOUTH WEST GARO HILLS,2014,Kharif     ,Soyabean,87,529,1
7864,Odisha,JHARSUGUDA,2014,Winter     ,Sesamum,87,29.5,1
7865,Odisha,KORAPUT,2014,Summer     ,Moong(Green Gram),87,50.3,1
7866,Uttar Pradesh,BAHRAICH,2014,Kharif     ,Sweet potato,87,1078,1
7867,Uttar Pradesh,FAIZABAD,2014,Rabi       ,Maize,87,208,1
7868,Uttar Pradesh,MATHURA,2014,Kharif     ,Guar seed,87,71,1
7869,West Bengal,24 PARAGANAS NORTH,2014,Rabi       ,Groundnut,87,105,1
7870,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Cashewnut,86,30,1
7871,Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Horse-gram,86,36,1
7872,Andhra Pradesh,GUNTUR,2014,Rabi       ,Sunflower,86,83,1
7873,Andhra Pradesh,KURNOOL,2014,Kharif     ,Tobacco,86,257,1
7874,Arunachal Pradesh,TAWANG,2014,Whole Year ,Dry chillies,86,135,1
7875,Assam,DIBRUGARH,2014,Rabi       ,Pineapple,86,1245,1
7876,Assam,SIVASAGAR,2014,Autumn     ,Paddy,86,134,1
7877,Assam,SIVASAGAR,2014,Autumn     ,Rice,86,134,2
7878,Chhattisgarh,BASTAR,2014,Whole Year ,Dry ginger,86,91,1
7879,Chhattisgarh,DURG,2014,Rabi       ,Safflower,86,23,1
7880,Chhattisgarh,JANJGIR-CHAMPA,2014,Rabi       ,Urad,86,21,1
7881,Karnataka,GULBARGA,2014,Rabi       ,Dry chillies,86,161,1
7882,Tripura,UNAKOTI,2014,Kharif     ,Jute,86,648,1
7883,Uttar Pradesh,AMETHI,2014,Summer     ,Maize,86,153,1
7884,Uttar Pradesh,MAINPURI,2014,Kharif     ,Sesamum,86,8,1
7885,Andhra Pradesh,KURNOOL,2014,Kharif     ,Safflower,85,37,1
7886,Andhra Pradesh,VISAKHAPATANAM,2014,Kharif     ,Sapota,85,711,1
7887,Bihar,SITAMARHI,2014,Rabi       ,Linseed,85,73,1
7888,Chhattisgarh,DHAMTARI,2014,Rabi       ,Other  Rabi pulses,85,31,1
7889,Chhattisgarh,KORBA,2014,Kharif     ,Moong(Green Gram),85,21,1
7890,Kerala,KOTTAYAM,2014,Whole Year ,Cardamom,85,5,1
7891,Meghalaya,NORTH GARO HILLS,2014,Kharif     ,Sweet potato,85,288,1
7892,Meghalaya,SOUTH WEST KHASI HILLS,2014,Whole Year ,Black pepper,85,74,1
7893,Uttar Pradesh,BARABANKI,2014,Rabi       ,Maize,85,204,1
7894,Uttar Pradesh,GHAZIABAD,2014,Kharif     ,Dry chillies,85,70,1
7895,Uttar Pradesh,KUSHI NAGAR,2014,Rabi       ,Barley,85,155,1
7896,Uttar Pradesh,SAMBHAL,2014,Rabi       ,Coriander,85,41,1
7897,Uttar Pradesh,SHAHJAHANPUR,2014,Rabi       ,Garlic,85,493,1
7898,Andhra Pradesh,KURNOOL,2014,Kharif     ,Pome Granet,84,870,1
7899,Assam,DIMA HASAO,2014,Rabi       ,Moong(Green Gram),84,55,1
7900,Assam,HAILAKANDI,2014,Kharif     ,Papaya,84,1657,1
7901,Bihar,MADHUBANI,2014,Kharif     ,Castor seed,84,80,1
7902,Chhattisgarh,KANKER,2014,Whole Year ,Sweet potato,84,387,1
7903,Chhattisgarh,MAHASAMUND,2014,Rabi       ,Other  Rabi pulses,84,15,1
7904,Chhattisgarh,MUNGELI,2014,Kharif     ,Urad,84,21,1
7905,Karnataka,BAGALKOT,2014,Summer     ,Dry chillies,84,162,1
7906,Karnataka,BENGALURU URBAN,2014,Kharif     ,Groundnut,84,61,1
7907,Karnataka,CHITRADURGA,2014,Summer     ,Cotton(lint),84,159,1
7908,Kerala,ERNAKULAM,2014,Whole Year ,Dry ginger,84,265,1
7909,Odisha,MAYURBHANJ,2014,Winter     ,Groundnut,84,78.8,1
7910,Uttar Pradesh,BULANDSHAHR,2014,Kharif     ,Sweet potato,84,1041,1
7911,Uttar Pradesh,HATHRAS,2014,Rabi       ,Garlic,84,487,1
7912,Uttar Pradesh,MAHOBA,2014,Rabi       ,Onion,84,1285,1
7913,Uttar Pradesh,MAHOBA,2014,Rabi       ,Potato,84,1895,2
7914,Uttar Pradesh,MIRZAPUR,2014,Kharif     ,Sannhamp,84,32,1
